Rank,Name,Genre,Global_Sales,Tier_Sale
12295,Pop'n Music Portable 2,4,0.06,0
12296,Fist of the North Star: Ken's Rage 2,3,0.06,0
12297,Smart Boy's Toys Club,4,0.06,0
12298,Ys vs. Sora no Kiseki: Alternative Saga,3,0.06,0
12299,Naruto: Ultimate Ninja Heroes (JP sales),3,0.06,0
12300,Max & the Magic Marker,5,0.06,0
12301,Legend of the Dragon,3,0.06,0
12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2,0.06,0
12303,Ray Tracers,7,0.06,0
12304,Monster Madness: Grave Danger,9,0.06,0
12305,Sprung - A Game Where Everyone Scores,2,0.06,0
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,4,0.06,0
12307,Nicola Kanshuu: Model * Oshare Audition,4,0.06,0
12308,Rugby 15,11,0.06,0
12309,Kururin Paradise,6,0.06,0
12310,Kiniro no Corda 2,8,0.06,0
12311,Fast Food Panic,10,0.06,0
12312,Samurai Warriors Chronicles 3,1,0.06,0
12313,Dynasty Warriors Vs,1,0.06,0
12314,Another Code R: A Journey into Lost Memories,2,0.06,0
12315,Gallop Racer 2004,11,0.06,0
12316,Rayman: Hoodlum's Revenge,5,0.06,0
12317,Sunrise Eiyuutan R,8,0.06,0
12318,Mobile Suit Gundam Seed: Never Ending Tomorrow,9,0.06,0
12319,The Book of Unwritten Tales: The Critter Chronicles,1,0.06,0
12320,Octomania,6,0.06,0
12321,F1 2001,7,0.06,0
12322,Fishing Master (jp sales),11,0.06,0
12323,Zill O'll Infinite Plus,8,0.06,0
12324,Pawly Pets: My Vet Practice,12,0.06,0
12325,Tonka Rescue Patrol,1,0.06,0
12326,GunGriffon II,10,0.06,0
12327,Crimson Gem Saga,8,0.06,0
12328,Legend of Kay,1,0.06,0
12329,Order Up!!,1,0.06,0
12330,Steambot Chronicles: Battle Tournament,3,0.06,0
12331,Bomberman Land,4,0.06,0
12332,Spy Fox in Dry Cereal,2,0.06,0
12333,Cel Damage,7,0.06,0
12334,Lego Batman 3: Beyond Gotham,1,0.06,0
12335,Killer Instinct (2013),3,0.06,0
12336,Famicom Mini: Balloon Fight,1,0.06,0
12337,Steins;Gate: Senkei Kousoku no Phonogram,2,0.06,0
12338,Seaman 2: Peking Genjin Ikusei Kit,10,0.06,0
12339,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,1,0.06,0
12340,Bionicle Heroes,9,0.06,0
12341,Ratchet & Clank Collection,1,0.06,0
12342,The Pinball of the Dead,4,0.06,0
12343,Growlanser IV: Over Reloaded,8,0.06,0
12344,Arc the Lad: End of Darkness,8,0.06,0
12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,1,0.06,0
12346,The King of Route 66,7,0.06,0
12347,Sherlock Holmes: Crimes & Punishments,2,0.06,0
12348,Bubble Bobble also featuring Rainbow Islands,6,0.06,0
12349,Intellivision Lives!,4,0.06,0
12350,Star Wars Knights of the Old Republic II: The Sith Lords,8,0.06,0
12351,Panzer Tactics,12,0.06,0
12352,Pro Yaky? Spirits 2013,11,0.06,0
12353,Robotica,9,0.06,0
12354,Deathrow: Underground Team Combat,11,0.06,0
12355,Land of the Dead: Road to Fiddler's Green,9,0.06,0
12356,R-Types,9,0.06,0
12357,Star Fighter,9,0.06,0
12358,Kuukan * Zukei: Hirameki Training - KuuTore,4,0.06,0
12359,Osu! Tatakae! Ouendan,4,0.06,0
12360,Dissidia: Final Fantasy Universal Tuning,3,0.06,0
12361,Game Center CX: 3-Choume no Arino,1,0.06,0
12362,Age of Empires Online,12,0.06,0
12363,Alien Syndrome,8,0.06,0
12364,Meitantei Conan: Aoki Houseki no Rinbukyoku,2,0.06,0
12365,The Legend of Heroes: Trails in the Sky Second Chapter,8,0.06,0
12366,Challenge Me: Brain Puzzles,6,0.06,0
12367,Legend of Kay,1,0.06,0
12368,Mystic Heroes,1,0.06,0
12369,From The Abyss,8,0.06,0
12370,The Amazing Spider-Man 2 (2014),1,0.06,0
12371,Tron 2.0: Killer App,1,0.06,0
12372,Samurai Shodown Anthology,3,0.06,0
12373,Mega Minis Volume 3,4,0.06,0
12374,Jurassic Park III: Park Builder,10,0.06,0
12375,Mario vs. Donkey Kong: Tipping Stars,6,0.06,0
12376,Unchained Blades,8,0.06,0
12377,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,3,0.06,0
12378,Di-Gata Defenders,8,0.06,0
12379,Star Trek: Tactical Assault,12,0.06,0
12380,Code Geass: Hangyaku no Lelouch - Lost Colors,2,0.06,0
12381,Warhammer: Battle For Atluma,1,0.06,0
12382,Sudoku Ball Detective,6,0.06,0
12383,LEGO Bionicle,5,0.06,0
12384,Power Shovel,1,0.06,0
12385,Blur,7,0.06,0
12386,Generator Rex: Agent of Providence,1,0.06,0
12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,10,0.06,0
12388,Spy Games: Elevator Mission,9,0.06,0
12389,Strike Force Bowling,11,0.06,0
12390,Song of the Deep,1,0.06,0
12391,Earth Defense Force 2017 Portable,1,0.06,0
12392,Atelier Iris 2: The Azoth Of Destiny,8,0.06,0
12393,There,10,0.06,0
12394,Atari's Greatest Hits: Volume 2,4,0.06,0
12395,Chuck E. Cheese's Playhouse,4,0.06,0
12396,Tokimeki no Houkago,4,0.06,0
12397,Championship Surfer,11,0.06,0
12398,Unreal Tournament III,9,0.06,0
12399,Monster Garage,12,0.06,0
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,4,0.06,0
12401,The Next BIG Thing,2,0.06,0
12402,Tecmo Classic Arcade,4,0.06,0
12403,2 Games in 1: Sonic Pinball Party & Columns Crown,4,0.06,0
12404,Valentino Rossi: The Game,7,0.06,0
12405,Monkey Island: Special Edition Collection,2,0.06,0
12406,Mad Maestro!,4,0.06,0
12407,A-Train: City Simulator,10,0.06,0
12408,Densha De Go! 3 Tsuukinhen,10,0.06,0
12409,Biker Mice From Mars,7,0.06,0
12410,Call of Duty 2,9,0.06,0
12411,Paws & Claws: Pampered Pets 2,10,0.06,0
12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,4,0.06,0
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,9,0.06,0
12414,Pro Evolution Soccer 2017,11,0.06,0
12415,Giants: Citizen Kabuto,9,0.06,0
12416,Steins;Gate,2,0.06,0
12417,A New Beginning,2,0.06,0
12418,MotoGP 10/11,7,0.06,0
12419,Alone in the Dark,2,0.06,0
12420,Guilty Gear XX Accent Core Plus,3,0.06,0
12421,Muppets Party Cruise,4,0.06,0
12422,Higurashi Daybreak Portable,2,0.06,0
12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,2,0.06,0
12424,Shonen Jump's One Piece: Grand Battle,3,0.06,0
12425,Barbie Horse Adventures: Wild Horse Rescue,11,0.06,0
12426,Winx Club: Quest for the Codex,1,0.06,0
12427,Blast Lacrosse,11,0.06,0
12428,Devil's Third,1,0.06,0
12429,DreamWorks Super Star Kartz,7,0.06,0
12430,Arkanoid DS,6,0.06,0
12431,Kikou Heidan J-Phoenix,1,0.06,0
12432,Backyard NFL Football '10,11,0.06,0
12433,Barbie and Her Sisters Puppy Rescue,1,0.06,0
12434,Zero Escape: Zero Time Dilemma,2,0.06,0
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,1,0.06,0
12436,Bubble Bobble: Old & New,6,0.06,0
12437,Puzzler Collection,6,0.06,0
12438,Naruto Shippuden: Gekito Ninja Taisen! Special,3,0.06,0
12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,1,0.06,0
12440,Akai Katana Shin,9,0.06,0
12441,Kekkon: Marriage,2,0.06,0
12442,Terraria,1,0.06,0
12443,Nicola Kanshuu: Model * Oshare Audition 2,1,0.06,0
12444,KimiKiss,2,0.06,0
12445,Cold Fear,1,0.06,0
12446,World Cup of Pool,11,0.06,0
12447,Chevrolet Camaro: Wild Ride,7,0.06,0
12448,Imagine: Cheerleader,10,0.06,0
12449,Risen 3: Titan Lords,8,0.06,0
12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,4,0.06,0
12451,Busy Scissors,10,0.06,0
12452,Zero Escape: Zero Time Dilemma,2,0.06,0
12453,Shining Force Feather,12,0.06,0
12454,S.T.A.L.K.E.R.: Call of Pripyat,9,0.06,0
12455,Champion Jockey: G1 Jockey & Gallop Racer,11,0.06,0
12456,Disney's Kim Possible: Global Gemini,5,0.06,0
12457,Big Bang Mini,9,0.06,0
12458,Cocoto Kart Racer,7,0.06,0
12459,Mobile Suit Gundam 00: Gundam Meisters,1,0.06,0
12460,Call of Cthulhu: Dark Corners of the Earth,2,0.06,0
12461,The Great Escape,1,0.06,0
12462,Coded Arms: Contagion,9,0.06,0
12463,X-Men: Destiny,1,0.06,0
12464,Metal Gear Solid: Social Ops,1,0.06,0
12465,Minna no DS Seminar: Kanpeki Eitango Ryoku,4,0.06,0
12466,Kurupoto Cool Cool Stars,1,0.06,0
12467,The Witcher,8,0.06,0
12468,PenPen TriIceLon,7,0.06,0
12469,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,10,0.06,0
12470,Grey's Anatomy: The Video Game,2,0.06,0
12471,Salt Lake 2002,11,0.06,0
12472,Dreamer Series: Zoo Keeper,10,0.06,0
12473,Warriors of the Lost Empire,8,0.06,0
12474,Vexx,5,0.06,0
12475,Crazy Chicken Tales,1,0.06,0
12476,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,12,0.06,0
12477,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,1,0.06,0
12478,Batman: Rise of Sin Tzu,1,0.06,0
12479,Sacred 2: Fallen Angel,8,0.06,0
12480,Winter Sports 2: The Next Challenge,11,0.06,0
12481,Dead Rising 2: Off the Record,1,0.06,0
12482,World Series of Poker 2008: Battle for the Bracelets,4,0.06,0
12483,Playmobil Knights,1,0.06,0
12484,Disney Sports Skateboarding,11,0.06,0
12485,DropCast,6,0.06,0
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,1,0.06,0
12487,Inversion,9,0.06,0
12488,Summon Night 2,8,0.06,0
12489,Chou Soujuu Mecha MG,10,0.06,0
12490,Odin Sphere: Leifthrasir,8,0.06,0
12491,Pro Evolution Soccer 2012,1,0.06,0
12492,Terminator 3: The Redemption,9,0.06,0
12493,Alvin and the Chipmunks,4,0.06,0
12494,EverQuest II: Destiny of Velious,8,0.06,0
12495,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,1,0.06,0
12496,Neon Genesis Evangelion,2,0.06,0
12497,Serious Sam II,9,0.06,0
12498,Remember Me,1,0.06,0
12499,ICO,1,0.06,0
12500,Flipnic: Ultimate Pinball,4,0.06,0
12501,Eigo de Tabisuru: Little Charo,4,0.06,0
12502,NBA Hangtime,11,0.06,0
12503,Cabela's Big Game Hunter (2008),11,0.06,0
12504,My Fitness Coach: Club,11,0.06,0
12505,D.C. II P.S.: Da Capo II Plus Situation,2,0.06,0
12506,Top Gear Hyper-Bike,7,0.06,0
12507,Brunswick Circuit Pro Bowling,11,0.06,0
12508,Olympic Hockey 98,11,0.06,0
12509,CyberTiger,11,0.06,0
12510,Penny Racers,7,0.06,0
12511,S.C.A.R.S,7,0.06,0
12512,Virtual Chess 64,4,0.06,0
12513,Marvel Super Heroes,3,0.06,0
12514,Mike Piazza's Strike Zone,11,0.06,0
12515,Bust-A-Move '99,6,0.06,0
12516,Star Soldier: Vanishing Earth,9,0.06,0
12517,Polaris SnoCross,7,0.06,0
12518,Worms Blast,6,0.06,0
12519,Prinny: Can I Really Be The Hero? (US sales),1,0.06,0
12520,The Legend of Heroes VII: The Trail of Blue,8,0.06,0
12521,BlazBlue: Chrono Phantasma Extend,1,0.06,0
12522,Smile PreCure! Let's Go! Marchen World,1,0.06,0
12523,IHRA Professional Drag Racing 2005,7,0.06,0
12524,Tokyo Xtreme Racer Advance,7,0.06,0
12525,Destiny: The Collection,9,0.06,0
12526,Gun Showdown,1,0.06,0
12527,Showtime Championship Boxing,3,0.06,0
12528,Syndicate,12,0.06,0
12529,Digimon All-Star Rumble,3,0.06,0
12530,Foster's Home for Imaginary Friends: Imagination Invaders,2,0.06,0
12531,I Love Beauty: Hollywood Makeover,4,0.06,0
12532,Power Pro Success Legends,11,0.06,0
12533,Combat Elite: WWII Paratroopers,9,0.06,0
12534,Rock Blast,6,0.06,0
12535,Pheasants Forever Wingshooter,9,0.06,0
12536,Ivy the Kiwi?,6,0.06,0
12537,Killer Loop,7,0.06,0
12538,Cabela's Dangerous Hunts: Ultimate Challenge,11,0.06,0
12539,Xiaolin Showdown,1,0.06,0
12540,Worldwide Soccer,11,0.06,0
12541,Toriko: Gourmet Battle!,8,0.06,0
12542,Need for Speed: Shift,7,0.06,0
12543,Zoo Tycoon: Complete Collection,12,0.06,0
12544,Little League World Series Baseball 2008,11,0.06,0
12545,Commandos: Strike Force,9,0.06,0
12546,Mobile Suit Gundam: Gundam vs. Zeta Gundam,9,0.06,0
12547,Darksiders II,1,0.06,0
12548,Rapala Pro Fishing,11,0.06,0
12549,Create,1,0.06,0
12550,Guilty Gear X: Advance Edition,3,0.06,0
12551,Impossible Mission,5,0.06,0
12552,Zoo Tycoon 2,12,0.06,0
12553,Fate/Tiger Colosseum Upper,3,0.06,0
12554,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,4,0.06,0
12555,Rooms: The Main Building,2,0.06,0
12556,Theresia...,2,0.06,0
12557,Pop Cutie! Street Fashion Simulation,10,0.06,0
12558,Top Gun: Hard Lock,1,0.06,0
12559,JoJo's Bizarre Adventure: All Star Battle,3,0.06,0
12560,Carol Vorderman's Sudoku,6,0.06,0
12561,Ford Racing 3,7,0.06,0
12562,Genkai Tokki: Moero Crystal,8,0.06,0
12563,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,4,0.06,0
12564,Disney Planes Fire & Rescue,1,0.06,0
12565,Attack on Titan (KOEI),1,0.06,0
12566,Satisfashion,4,0.06,0
12567,World Soccer Winning Eleven 9 (US sales),11,0.06,0
12568,Winning Post 4 Maximum,11,0.06,0
12569,Oddworld: Munch's Oddysee,5,0.06,0
12570,Match 3 Madness,6,0.06,0
12571,Exhibition Volume 5,4,0.06,0
12572,Record of Lodoss War: Eiyuu Sensou,8,0.06,0
12573,DuckTales: Remastered,1,0.06,0
12574,LEGO Batman: The Videogame,1,0.06,0
12575,Atelier Sophie: The Alchemist of the Mysterious Book,8,0.06,0
12576,Starry ? Sky: In Summer,4,0.06,0
12577,Imagine: Resort Owner,12,0.06,0
12578,Pro Yakyuu Netsu Star 2007,11,0.06,0
12579,Klonoa Beach Volleyball,11,0.06,0
12580,Melty Blood: Actress Again,3,0.06,0
12581,TrackMania Turbo,1,0.06,0
12582,Izuna 2: The Unemployed Ninja Returns,8,0.06,0
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,1,0.06,0
12584,Centipede: Infestation,9,0.06,0
12585,Mercury Meltdown,1,0.06,0
12586,SingStar Mallorca Party,4,0.06,0
12587,3D Lemmings,6,0.06,0
12588,Hi Hi Puffy AmiYumi: Kaznapped,1,0.06,0
12589,FIFA Soccer 07,11,0.06,0
12590,Resident Evil - Code: Veronica X,1,0.06,0
12591,Broken Sword: The Shadow of the Templars,2,0.06,0
12592,Back to the Future: The Game,2,0.06,0
12593,Summon Night 6: Lost Borders,1,0.06,0
12594,Tenchi Muyou! Ryoukouki Gokuraku,2,0.06,0
12595,Kelly Slater's Pro Surfer,11,0.06,0
12596,Jacqueline Wilson's Tracy Beaker: The Game,4,0.06,0
12597,Sacred 3,8,0.06,0
12598,I Am In The Movie,10,0.06,0
12599,Doraemon: Nobita no Uchuu Eiyuuki,1,0.06,0
12600,Trapt,1,0.06,0
12601,Jewel Legends: Tree of Life,6,0.06,0
12602,Splat Renegade Paintball,11,0.06,0
12603,Zendoku,6,0.06,0
12604,Metal Max 4: Gekkou no Diva,8,0.06,0
12605,Jumper: Griffin's Story,1,0.06,0
12606,Worms 3D,12,0.06,0
12607,pro evolution soccer 2011,11,0.06,0
12608,Crazy Chicken: Pharaoh's Treasure,6,0.06,0
12609,Arcana Heart 3,3,0.06,0
12610,Magi: Aratanaru Sekai,8,0.06,0
12611,PoPoLoCrois,8,0.06,0
12612,Mahouka Koukou no Rettousei: Out of Order,2,0.06,0
12613,Dragon Rage,9,0.06,0
12614,Lord of Magna: Maiden Heaven,8,0.06,0
12615,Dig Dug: Digging Strike,6,0.06,0
12616,Dance Sensation!,4,0.06,0
12617,Brave: A Warrior's Tale,1,0.06,0
12618,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,1,0.06,0
12619,Raw Danger! (JP sales),1,0.06,0
12620,Archer Maclean Presents: Pool Paradise,11,0.06,0
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,4,0.06,0
12622,Winx Club: Mission Enchantix,2,0.06,0
12623,Petz Bunnyz Bunch,10,0.06,0
12624,S.T.A.L.K.E.R.: Shadow of Chernobyl,9,0.06,0
12625,Backyard Skateboarding 2006,11,0.06,0
12626,Tron 2.0: Killer App,1,0.06,0
12627,Steins;Gate: Hiyoku Renri no Darling,1,0.06,0
12628,Captain America: Super Soldier,1,0.06,0
12629,Gegege no Kitarou: Youkai Daigekisen,1,0.06,0
12630,Emblem of Gundam,12,0.06,0
12631,The Fast and the Furious,7,0.06,0
12632,Gem Smashers,5,0.06,0
12633,Super Robot Wars OG: The Moon Dwellers,4,0.06,0
12634,G-Police: Weapons of Justice,1,0.06,0
12635,Killing Zone,3,0.06,0
12636,All Kamen Rider: Rider Generation 2,1,0.06,0
12637,Policenauts,2,0.06,0
12638,Adventures of Lolo,6,0.06,0
12639,Quiz! Hexagon II,4,0.06,0
12640,Game of Thrones (Telltale),2,0.06,0
12641,Call of Duty: The War Collection,9,0.06,0
12642,Warriors Orochi 2,1,0.06,0
12643,The History Channel: Battle for the Pacific,9,0.06,0
12644,Racing Gears Advance,7,0.06,0
12645,Jewel Master: Cradle of Persia,6,0.06,0
12646,Project Setsuna,8,0.06,0
12647,Syphon Filter: Logan's Shadow,9,0.06,0
12648,NTRA Breeders' Cup World Thoroughbred Championships,10,0.06,0
12649,Tiger Woods PGA Tour 08,11,0.06,0
12650,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,4,0.06,0
12651,Tanjou S Debut,10,0.06,0
12652,Nendoroid Generation,8,0.06,0
12653,Brave: A Warrior's Tale,1,0.06,0
12654,Pop'n TwinBee: Rainbow Bell Adventure,5,0.06,0
12655,Honeycomb Beat,6,0.06,0
12656,Broken Helix,1,0.06,0
12657,The Saboteur,1,0.06,0
12658,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,8,0.06,0
12659,Myst III: Exile,2,0.06,0
12660,Warriors: Legends of Troy,1,0.06,0
12661,Hajime no Ippo Portable: Victorious Spirits,3,0.06,0
12662,Nanostray,9,0.06,0
12663,CMT Presents: Karaoke Revolution Country,4,0.06,0
12664,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,3,0.06,0
12665,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,8,0.06,0
12666,Vitamin X to Z,2,0.06,0
12667,Fatal Frame,1,0.06,0
12668,Flip's Twisted World,5,0.06,0
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,9,0.06,0
12670,Urban Chaos: Riot Response,9,0.06,0
12671,Generation of Chaos,8,0.06,0
12672,Teenage Mutant Ninja Turtles II: Back from the Sewers,1,0.06,0
12673,Gormiti: The Lords of Nature!,2,0.06,0
12674,The Sims 2: University,10,0.06,0
12675,Pucca Power Up,5,0.06,0
12676,Resident Evil 2,1,0.06,0
12677,MLB Power Pros 2008,11,0.06,0
12678,Real Soccer 2009,11,0.06,0
12679,World Championship Athletics,11,0.06,0
12680,The Amazing Spider-Man 2 (2014),1,0.06,0
12681,Yomawari,2,0.06,0
12682,Real Bout Garou Densetsu Special: Dominated Mind,3,0.06,0
12683,Jumble Madness,6,0.06,0
12684,Vampire Rain: Altered Species,1,0.06,0
12685,Sumikko Gurashi: Mura o Tsukurundesu,4,0.06,0
12686,Harry Potter and the Sorcerer's Stone,1,0.06,0
12687,Minna no Sukkiri,11,0.06,0
12688,Scurge: Hive,1,0.06,0
12689,Catwoman,1,0.06,0
12690,Murdered: Soul Suspect,1,0.06,0
12691,Romance of the Three Kingdoms 13,1,0.06,0
12692,Noddy in Toyland,4,0.06,0
12693,Aquarium by DS,10,0.06,0
12694,Utawarerumono: Itsuwari no Kamen,2,0.06,0
12695,Ride to Hell,7,0.06,0
12696,Burning Rangers,5,0.06,0
12697,Mana Khemia: Alchemists of Al-Revis,8,0.06,0
12698,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,1,0.06,0
12699,Interplay Sports Baseball 2000,11,0.06,0
12700,Zone of the Enders: The Fist of Mars,8,0.06,0
12701,Animorphs: Shattered Reality,1,0.06,0
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,3,0.06,0
12703,Eikan wa Kimini 2002: Koshien no Kodou,11,0.06,0
12704,PopStar Guitar,4,0.06,0
12705,Mirror's Edge,5,0.06,0
12706,Blade Dancer: Lineage of Light,8,0.06,0
12707,Terminator 3: Rise of the Machines,1,0.06,0
12708,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,4,0.06,0
12709,Mayhem 3D,7,0.06,0
12710,G1 Jockey 2,11,0.06,0
12711,Mobile Ops: The One Year War,10,0.06,0
12712,Constantine,1,0.06,0
12713,Chaos Rings III,8,0.06,0
12714,Tom Clancy's Splinter Cell: Double Agent,1,0.06,0
12715,Senritsu no Stratus,8,0.06,0
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,3,0.06,0
12717,Rhapsody: A Musical Adventure,8,0.06,0
12718,Titan Quest,8,0.06,0
12719,Wantame Fortune Channel,4,0.06,0
12720,Evangelion: Jo,1,0.06,0
12721,Bleach: Blade Battlers 2nd,3,0.06,0
12722,Samurai Jack: The Shadow of Aku,1,0.06,0
12723,Kamen Rider Kabuto,1,0.06,0
12724,Men in Black The Series: Crashdown,9,0.06,0
12725,Zero Divide,3,0.06,0
12726,FIFA Street,11,0.06,0
12727,Tsugunai: Atonement,8,0.06,0
12728,Rugby World Cup 2015,11,0.06,0
12729,Lost Kingdoms II,8,0.06,0
12730,Aggressive Inline,11,0.06,0
12731,Nights of Azure,1,0.06,0
12732,Dungeon Keeper 2,1,0.06,0
12733,Viewtiful Joe: Red Hot Rumble,1,0.06,0
12734,The Lord of the Rings: The Battle for Middle-Earth II,12,0.06,0
12735,Kaite Shabette Hajimeyou! Monster Farm DS,8,0.06,0
12736,Dungeon Explorer: Warriors of Ancient Arts,8,0.06,0
12737,Pro Yaky? Spirits 2012,11,0.06,0
12738,Samurai Warriors 4: Empires,1,0.06,0
12739,Point Blank DS (US sales),9,0.06,0
12740,FIFA Soccer 06,11,0.06,0
12741,SD Gundam G Generation Wars,12,0.06,0
12742,Broken Sword II: The Smoking Mirror,2,0.06,0
12743,Pump It Up: Exceed,4,0.06,0
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,1,0.06,0
12745,Wreckless: ThE YaKuza MisSiOns,7,0.06,0
12746,Doki-Doki Universe,2,0.06,0
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",4,0.06,0
12748,TOCA Race Driver 2: Ultimate Racing Simulator,7,0.06,0
12749,Girls RPG: Cinderellife,8,0.06,0
12750,Dr. Muto,5,0.06,0
12751,Tom Clancy's Rainbow Six: Critical Hour,9,0.06,0
12752,Gothic 3,8,0.06,0
12753,Tokyo Twilight Ghost Hunters,8,0.06,0
12754,Scrabble Blast!,4,0.06,0
12755,Dino Pets,10,0.06,0
12756,Fate/Stay Night [R̩alta Nua],2,0.06,0
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,2,0.06,0
12758,Gintama no Sugoroku,1,0.06,0
12759,Kid Fit Island Resort,11,0.06,0
12760,The Lord of the Rings: Aragorn's Quest,1,0.06,0
12761,Roogoo Twisted Towers,6,0.06,0
12762,Doraemon 4: Nobita to Toki no Okoku,5,0.06,0
12763,Myst,2,0.06,0
12764,F1 2010,7,0.06,0
12765,Toaru Kagaku no Chou Denjihou,2,0.06,0
12766,Starwinder: The Ultimate Space Race,7,0.06,0
12767,The Lost Chronicles of Zerzura,2,0.06,0
12768,Ski Region Simulator,10,0.06,0
12769,Angelique Trois,2,0.06,0
12770,Dreamer Series: Babysitter,10,0.06,0
12771,Diva Girls: Divas on Ice,11,0.06,0
12772,Dance Dance Revolution: Mario Mix (JP sales),10,0.06,0
12773,A-Train 6,12,0.06,0
12774,Meitantei Conan: Tantei Ryoku Trainer,4,0.06,0
12775,MotoGP,7,0.06,0
12776,ESPN International Winter Sports 2002,11,0.06,0
12777,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",11,0.06,0
12778,KimiKiss (ebKore+),2,0.06,0
12779,Gold and Glory: The Road to El Dorado,2,0.06,0
12780,NBA Live 07,11,0.06,0
12781,Choro Q Marine: Q Boat,7,0.06,0
12782,GunPey,6,0.06,0
12783,BattleBots: Beyond the BattleBox,1,0.06,0
12784,MX vs. ATV Supercross Encore,11,0.06,0
12785,Yuugen Gaisha Brave Company,12,0.06,0
12786,Mighty Beanz: Pocket Puzzles,6,0.06,0
12787,Ken to Mahou to Gakuen Mono. 3D,8,0.06,0
12788,History Great Empires: Rome,12,0.06,0
12789,The King of Fighters '96,3,0.06,0
12790,Friends: The One with All the Trivia,4,0.06,0
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,10,0.06,0
12792,Backyard NFL Football '08,11,0.06,0
12793,Coraline,1,0.06,0
12794,Gunbird,9,0.06,0
12795,Imagine: Party Planner,10,0.06,0
12796,Dream C Club Portable,10,0.06,0
12797,Tom Clancy's Rainbow Six 3,9,0.06,0
12798,Elemental Gearbolt,9,0.06,0
12799,Space Chimps,5,0.06,0
12800,Tony Hawk's Pro Skater 5,11,0.06,0
12801,WWF Wrestlemania: The Arcade Game,3,0.06,0
12802,Handball 16,11,0.06,0
12803,Cabela's Big Game Hunter 2005 Adventures,11,0.06,0
12804,Grand Kingdom,8,0.06,0
12805,Mega Man 8 Anniversary Collector's Edition,5,0.06,0
12806,V-Rally 3,7,0.06,0
12807,Nobunaga no Yabou: Souzou,12,0.06,0
12808,Whiplash,7,0.06,0
12809,GRID,7,0.06,0
12810,Pro Yakyuu Famista 2011,11,0.06,0
12811,Impact Racing,7,0.06,0
12812,My Horse & Me: Riding for Gold,11,0.06,0
12813,Sled Shred featuring the Jamaican Bobsled Team,11,0.06,0
12814,Amazing Island,12,0.06,0
12815,SeaBlade,9,0.06,0
12816,Jikkyou Powerful Pro Yakyuu DreamCast Edition,11,0.06,0
12817,Carmen Sandiego: The Secret of the Stolen Drums,1,0.06,0
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,8,0.06,0
12819,Activision Hits: Remixed,4,0.06,0
12820,Death Jr. II: Root of Evil,5,0.06,0
12821,Hail to the Chimp,4,0.06,0
12822,MotoGP 4 - Official Game of MotoGP,7,0.06,0
12823,Legend of Kay,1,0.05,0
12824,Kyoukai Senjou no Horizon Portable,2,0.05,0
12825,4 Elements,6,0.05,0
