name,platform,year,genre,publisher,na,eu,jp,other,global_sales,label
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,20,2009,12,351,0,0,0.07,0,0.07,0
Elements of Destruction,5,2007,12,514,0.07,0,0,0.01,0.07,0
Serious Sam: Next Encounter,17,2004,9,198,0.04,0.03,0,0.01,0.07,0
Speed,26,2010,7,999,0.04,0.02,0,0.01,0.07,0
Eiken DS,5,2007,4,441,0,0,0.07,0,0.07,0
Game Center CX: Arino no Chousenjou 2,5,2009,1,351,0,0,0.07,0,0.07,0
Tom Clancy's Ghost Recon 2,8,2005,9,532,0.06,0.01,0,0,0.07,0
E.X. Troopers,3,2012,9,82,0,0,0.07,0,0.07,0
Robocalypse,5,2008,12,506,0.07,0,0,0,0.07,0
Guilty Gear Xrd -Revelator-,19,2016,3,419,0.02,0,0.05,0,0.07,0
Grand Kingdom,21,2015,8,371,0.01,0.02,0.04,0.01,0.07,0
J Legend Retsuden,3,2013,4,351,0,0,0.07,0,0.07,0
The Testament of Sherlock Holmes,14,2012,2,163,0,0.06,0,0.01,0.07,0
Monster Racers,5,2009,7,506,0.05,0,0.02,0,0.07,0
The King of Fighters: Evolution,4,2000,3,459,0,0,0.07,0,0.07,0
DS Uranai Seikatsu,5,2009,4,368,0,0,0.07,0,0.07,0
SpongeBob's Truth or Square,20,2009,1,514,0.02,0.04,0,0.01,0.07,0
Pitfall: The Lost Expedition,7,2003,5,17,0.05,0.02,0,0,0.07,0
All-Star Baseball 2004,7,2003,11,13,0.05,0.02,0,0,0.07,0
Pac-Man and the Ghostly Adventures 2,27,2014,2,351,0.05,0.02,0,0.01,0.07,0
Tom Clancy's Splinter Cell: Chaos Theory,5,2005,1,532,0.06,0,0,0.01,0.07,0
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3,2012,1,351,0,0,0.07,0,0.07,0
"Flower, Sun, and Rain",5,2008,2,439,0.07,0,0,0.01,0.07,0
James Cameron's Dark Angel,30,2002,1,554,0.05,0.02,0,0,0.07,0
The Legend of Heroes: Trails in the Sky Third Chapter,20,2008,8,159,0,0,0.07,0,0.07,0
Moxie Girlz,5,2011,4,187,0.07,0,0,0,0.07,0
Dave Mirra BMX Challenge,20,2006,11,387,0.06,0,0,0.01,0.07,0
Hannspree Ten Kate Honda: SBK Superbike World Championship,17,2007,7,70,0.03,0.03,0,0.01,0.07,0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,17,2007,7,330,0.03,0.03,0,0.01,0.07,0
Alexi Lalas International Soccer,16,1998,11,498,0.04,0.03,0,0,0.07,0
Operation Flashpoint: Red River,14,2011,9,91,0.01,0.04,0,0.01,0.07,0
F.E.A.R. 2: Project Origin,14,2009,9,558,0.01,0.05,0,0.01,0.07,0
NCAA College Football 2K3,8,2002,11,452,0.05,0.01,0,0,0.07,0
Monster Rancher Battle Card: Episode II,16,2000,1,506,0.04,0.03,0,0,0.07,0
Karaoke Revolution Party,8,2005,4,282,0.05,0.01,0,0,0.07,0
Dream Trigger 3D,3,2013,9,111,0.04,0.02,0,0.01,0.07,0
Make 10: A Journey of Numbers,5,2007,6,368,0,0,0.07,0,0.07,0
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,11,2000,11,368,0,0,0.07,0,0.07,0
Jumper: Griffin's Story,17,2008,1,138,0.03,0.03,0,0.01,0.07,0
Vampire Legends: Power of Three,5,2010,2,514,0.07,0,0,0,0.07,0
Famicom Mini: Nazo no Murasame-Jou,7,2004,1,368,0,0,0.07,0,0.07,0
Galerians: Ash,17,2002,2,445,0.03,0.03,0,0.01,0.07,0
Mahjong Fight Club DS: Wi-Fi Taiou,5,2006,4,282,0,0,0.07,0,0.07,0
Haunting Ground,17,2005,1,82,0.03,0.03,0,0.01,0.07,0
"Horrid Henry: The Good, The Bad and The Bugly",3,2011,5,53,0,0.06,0,0.01,0.07,0
Kane & Lynch 2: Dog Days,14,2010,9,474,0,0.06,0,0.01,0.07,0
Vampire Knight DS,5,2009,2,111,0,0,0.07,0,0.07,0
Disney Sports Skateboarding,7,2002,11,282,0.05,0.02,0,0,0.07,0
Homie Rollerz,5,2008,7,121,0.07,0,0,0.01,0.07,0
Operation Darkness,29,2007,8,483,0.07,0,0,0,0.07,0
Magi: The Labyrinth of Beginning,3,2013,8,351,0,0,0.07,0,0.07,0
The Wolf Among Us,21,2014,2,508,0.05,0,0,0.02,0.07,0
Tornado,5,2008,1,236,0.07,0,0,0,0.07,0
Fantasy Aquarium by DS,5,2008,10,321,0.07,0,0,0.01,0.07,0
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",5,2005,4,7,0.07,0,0,0,0.07,0
Damnation,29,2009,9,91,0.06,0.01,0,0.01,0.07,0
I Don't Have Many Friends Portable,20,2012,2,351,0,0,0.07,0,0.07,0
Rock Band Country Track Pack 2,18,2011,4,345,0.07,0,0,0.01,0.07,0
Fable: The Lost Chapters,14,2005,8,328,0.01,0.05,0,0.01,0.07,0
Loons: The Fight For Fame,30,2002,1,54,0.05,0.02,0,0,0.07,0
Romance of the Three Kingdoms IX,17,2003,12,506,0.03,0.03,0,0.01,0.07,0
Second Sight,30,2004,2,91,0.05,0.02,0,0,0.07,0
Metal Gear Solid,6,2000,1,282,0,0,0.07,0,0.07,0
Totaled!,30,2002,7,427,0.05,0.02,0,0,0.07,0
Bleach: Heat the Soul 3,20,2006,3,464,0,0,0.07,0,0.07,0
Ecco: The Tides of Time,9,1993,2,452,0,0,0.07,0,0.07,0
Showtime Championship Boxing,26,2007,3,575,0.06,0,0,0.01,0.07,0
Rock Band Track Pack: Classic Rock,29,2009,4,345,0.07,0,0,0.01,0.07,0
Open Season,26,2006,5,532,0.06,0,0,0.01,0.07,0
Football Manager 2010,14,2009,11,452,0,0.06,0,0.01,0.07,0
Dave Mirra BMX Challenge,26,2007,11,7,0.06,0,0,0.01,0.07,0
Machine Head,16,1996,9,138,0.04,0.03,0,0,0.07,0
Vanguard Bandits,16,1998,12,229,0.04,0.03,0,0,0.07,0
Lost Heroes,20,2012,8,351,0,0,0.07,0,0.07,0
The Legend of Heroes VII: The Trail of Zero,21,2012,8,159,0,0,0.07,0,0.07,0
Bionicle Heroes,29,2006,9,138,0.05,0.01,0,0.01,0.07,0
Shin Chan Contra Â¡Los Plastas!,5,2009,5,7,0,0,0.07,0,0.07,0
Inversion,18,2012,9,351,0.03,0.03,0,0.01,0.07,0
Silent Hill: Origins,17,2008,1,282,0.03,0.03,0,0.01,0.07,0
Blast Radius,16,1998,1,422,0.04,0.03,0,0,0.07,0
Zumba Fitness Core,29,2012,4,7,0,0.06,0,0.01,0.07,0
ESPN National Hockey Night,17,2001,11,282,0.03,0.03,0,0.01,0.07,0
Rec Room Games,5,2011,11,121,0.07,0,0,0,0.07,0
Theme Park,5,2007,10,139,0,0.03,0.03,0,0.07,0
Yamaha Supercross,26,2009,7,575,0.05,0.01,0,0.01,0.07,0
Pro Yaky? Spirits 2011,3,2011,11,282,0,0,0.07,0,0.07,0
Microsoft Flight Simulator 2004: A Century of Flight,14,2003,10,328,0,0.06,0,0.01,0.07,0
Taz Wanted,30,2002,5,54,0.05,0.02,0,0,0.07,0
Harry Potter and the Sorcerer's Stone,30,2003,1,139,0.05,0.02,0,0,0.07,0
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,5,2009,11,282,0,0,0.07,0,0.07,0
McFarlane's Evil Prophecy,17,2005,1,282,0.03,0.03,0,0.01,0.07,0
Emergency 2012,14,2010,10,119,0.01,0.04,0,0.01,0.07,0
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3,2014,2,351,0,0,0.07,0,0.07,0
Wallace & Gromit in Project Zoo,8,2003,5,61,0.05,0.01,0,0,0.07,0
John Madden Football,24,1991,11,243,0,0,0.07,0,0.07,0
Aero Gauge,11,1997,7,45,0.06,0.01,0,0,0.07,0
Battlezone: Rise of the Black Dogs,11,2000,12,102,0.06,0.01,0,0,0.07,0
Caesars Palace Advance: Millennium Gold Edition,7,2001,4,300,0.05,0.02,0,0,0.07,0
Shadowgate 64: Trials of the Four Towers,11,1999,2,275,0.06,0.01,0,0,0.07,0
Teenage Mutant Ninja Turtles: Tournament Fighters,12,1992,3,282,0.04,0.01,0.02,0,0.07,0
Super Robot Spirits,11,1998,3,62,0,0,0.04,0.03,0.07,0
Mia Hamm Soccer 64,11,2000,11,514,0.06,0.01,0,0,0.07,0
MLB Front Office Manager,29,2009,11,498,0.06,0,0,0.01,0.07,0
Samurai Warriors,30,2004,1,506,0.05,0.02,0,0,0.07,0
GunParade Orchestra: Shiro no Shou,17,2006,2,464,0,0,0.07,0,0.07,0
Hearts of Iron III,14,2009,12,397,0.01,0.04,0,0.01,0.07,0
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,20,2009,1,257,0,0,0.07,0,0.07,0
BlazBlue: Chrono Phantasma Extend,21,2015,1,419,0,0.05,0,0.01,0.07,0
Crime Lab: Body of Evidence,5,2010,2,88,0.05,0.01,0,0,0.07,0
Ant Nation,5,2009,10,282,0.06,0.01,0,0.01,0.07,0
FIFA Soccer 2004,8,2003,11,139,0.05,0.01,0,0,0.07,0
MotoGP 15,18,2015,7,333,0,0.03,0.03,0.01,0.07,0
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,18,2013,12,351,0,0,0.07,0,0.07,0
The Sims 2: Seasons,14,2007,10,139,0.01,0.04,0,0.01,0.07,0
Rayman 3: Hoodlum Havoc,8,2003,5,532,0.05,0.01,0,0,0.07,0
NHL 2K9,26,2008,11,498,0.06,0,0,0.01,0.07,0
Tales of Rebirth,20,2008,8,351,0,0,0.07,0,0.07,0
The Guy Game,30,2004,4,189,0.05,0.02,0,0,0.07,0
Ultimate Marvel vs. Capcom 3,29,2011,3,82,0,0.03,0.04,0,0.07,0
Battleborn,14,2016,9,498,0.03,0.03,0,0.01,0.07,0
Let's Ride! Dreamer,7,2005,2,132,0.05,0.02,0,0,0.07,0
Tecmo's Deception,16,1996,8,487,0.04,0.03,0,0,0.07,0
Reader Rabbit 1st Grade,26,2010,4,202,0.07,0,0,0,0.07,0
Anubis II,26,2007,5,323,0.06,0,0,0,0.07,0
Point Blank DS (JP sales),5,2006,9,54,0,0,0.07,0,0.07,0
Ghost in the Shell: Stand Alone Complex,20,2005,2,54,0.06,0,0,0.01,0.07,0
Guilty Gear Xrd -Revelator-,18,2016,3,419,0.01,0.02,0.02,0.01,0.07,0
G-Saviour,17,2000,1,486,0,0,0.07,0,0.07,0
Gintama DS: Yorozuya Daisoudou,5,2006,1,351,0,0,0.07,0,0.07,0
Drake of the 99 Dragons,30,2004,9,999,0.05,0.01,0,0,0.07,0
Heavenly Guardian,26,2007,9,7,0.06,0,0,0,0.07,0
Cut the Rope,3,2014,6,17,0.06,0,0,0.01,0.07,0
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,5,2010,1,351,0,0,0.07,0,0.07,0
Crimson Sea 2,17,2004,1,506,0.03,0.03,0,0.01,0.07,0
The Legend of Heroes: Trails in the Sky First Chapter,21,2015,8,269,0,0,0.07,0,0.07,0
Pizza Delivery Boy,26,2010,10,300,0.06,0,0,0,0.07,0
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3,2013,1,175,0,0,0.07,0,0.07,0
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,5,2008,2,26,0,0,0.07,0,0.07,0
IA/VT Colorful,21,2015,4,303,0,0,0.07,0,0.07,0
AMF Bowling Pinbusters!,5,2008,11,550,0.06,0,0,0,0.07,0
Operation: Vietnam,5,2007,9,300,0.06,0,0,0,0.07,0
Alpha and Omega,5,2010,1,999,0.06,0,0,0,0.07,0
Port Royale 3,18,2011,10,271,0.06,0,0,0.01,0.07,0
RayStorm,16,1997,9,464,0.04,0.03,0,0,0.07,0
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,8,2005,5,532,0.05,0.01,0,0,0.07,0
Jake Power: Handyman,5,2008,2,532,0.06,0,0,0,0.07,0
My Dress-Up,5,2008,4,387,0.06,0.01,0,0.01,0.07,0
Circuit Breakers,16,1998,7,335,0.04,0.03,0,0,0.07,0
Trick DS-han: Kakushi Kami no Sumukan,5,2010,4,282,0,0,0.07,0,0.07,0
Catwoman,8,2004,1,139,0.05,0.01,0,0,0.07,0
Colosseum: Road to Freedom,17,2005,8,506,0.03,0.03,0,0.01,0.07,0
Ultimate Board Game Collection,20,2007,4,566,0.06,0,0,0.01,0.07,0
Target: Terror,26,2008,9,282,0.06,0,0,0.01,0.07,0
BeatMania,17,2006,10,282,0.03,0.03,0,0.01,0.07,0
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,7,2006,1,62,0,0,0.07,0,0.07,0
Sprint Cars: Road to Knoxville,17,2005,7,514,0.03,0.03,0,0.01,0.07,0
Shrek's Carnival Craze Party Games,17,2008,4,17,0.03,0.03,0,0.01,0.07,0
Real Time Conflict: Shogun Empires,5,2005,12,351,0.06,0,0,0,0.07,0
Dream Dance & Cheer,26,2009,4,576,0.06,0,0,0,0.07,0
Silpheed: The Lost Planet,17,2000,9,489,0.03,0.03,0,0.01,0.07,0
Enemy Front,18,2014,9,88,0.01,0.05,0,0.01,0.07,0
Assassin's Creed: Rogue,14,2015,1,532,0.04,0.02,0,0.01,0.07,0
Billy's Boot Camp: Wii de Enjoy Diet!,26,2011,11,441,0,0,0.07,0,0.07,0
Spartan: Total Warrior,8,2005,1,452,0.05,0.01,0,0,0.07,0
Pitfall: The Lost Expedition,30,2004,5,17,0.05,0.01,0,0,0.07,0
Fantastic Four,16,1997,1,13,0.04,0.03,0,0,0.07,0
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,17,2007,2,26,0,0,0.07,0,0.07,0
Tournament of Legends,26,2010,3,452,0.04,0.02,0,0.01,0.07,0
Xbox Live Arcade Unplugged Volume 1,29,2006,4,328,0.05,0.01,0,0.01,0.07,0
River City Ransom EX,7,2004,1,56,0.05,0.02,0,0,0.07,0
San Goku Shi Taisen Ten,5,2008,12,452,0,0,0.07,0,0.07,0
Generator Rex: Agent of Providence,5,2011,1,17,0.05,0.01,0,0.01,0.07,0
Dynasty Warriors 8: Empires,31,2014,1,506,0.04,0.02,0,0.01,0.07,0
Fairy Tail: Zelef Kakusei,20,2012,1,999,0,0,0.07,0,0.07,0
Strike Point,16,1996,10,142,0.04,0.03,0,0,0.07,0
Crazy Taxi 2,4,2001,7,452,0,0,0.07,0,0.07,0
Dragon Slayer: The Legend of Heroes,24,1992,8,150,0,0,0.07,0,0.07,0
Tank! Tank! Tank!,27,2012,1,351,0.02,0.01,0.05,0,0.07,0
My Horse & Me: Riding for Gold,5,2008,11,54,0.05,0.01,0,0.01,0.07,0
Street Fighter II': Special Champion Edition (JP weekly sales),9,1993,1,82,0,0,0.07,0,0.07,0
Command & Conquer 3: Tiberium Wars,14,2007,12,139,0,0.06,0,0.01,0.07,0
Tom and Jerry in War of the Whiskers,8,2003,3,364,0.05,0.01,0,0,0.07,0
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,5,2010,8,351,0,0,0.07,0,0.07,0
Famicom Mini: Wrecking Crew,7,2004,6,368,0,0,0.07,0,0.07,0
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3,2014,1,370,0,0,0.07,0,0.07,0
Divinity: Original Sin,31,2015,8,163,0.04,0.02,0,0.01,0.07,0
Suzumiya Haruhi no Gekidou,26,2009,2,269,0,0,0.07,0,0.07,0
Classic Action: Devilish,5,2005,4,7,0.06,0,0,0,0.07,0
Jackass the Game DS,5,2008,1,143,0.06,0,0,0.01,0.07,0
Space Hulk: Vengeance of the Blood Angels,16,1995,9,139,0.04,0.03,0,0,0.07,0
Toy Soldiers: War Chest,19,2015,1,532,0.06,0,0,0.01,0.07,0
Robot Alchemic Drive,17,2002,1,145,0.03,0.03,0,0.01,0.07,0
Motor Toon Grand Prix (Japan),16,1994,7,464,0,0,0.06,0,0.07,0
Dino Master: Dig Discover Duel,5,2005,12,300,0.06,0,0,0,0.07,0
Ken to Mahou to Gakuen Mono. 3,18,2010,8,16,0,0,0.07,0,0.07,0
Hikaru no Go: Heian Gensou Ibunroku,16,2002,2,282,0,0,0.06,0,0.07,0
Godzilla (2014),18,2014,1,351,0,0.01,0.06,0,0.07,0
Dynasty Warriors DS: Fighter's Battle,5,2007,1,506,0.04,0,0.03,0,0.07,0
Samurai Shodown,13,1993,3,459,0,0,0.07,0,0.07,0
OverBlood 2,16,1998,1,154,0,0,0.06,0,0.07,0
Fighter Maker 2,17,2002,3,147,0.03,0.03,0,0.01,0.07,0
Lifeline,17,2003,2,464,0.03,0.03,0,0.01,0.07,0
Dragon Valor,16,1999,8,464,0.04,0.03,0,0,0.07,0
Judie no Atelier: Guramnat no Renkinjutsushi,17,2002,8,211,0,0,0.07,0,0.07,0
NHL 2005,8,2004,11,139,0.05,0.01,0,0,0.07,0
Midway Arcade Treasures 3,8,2005,4,330,0.05,0.01,0,0,0.07,0
Moshi Monsters: Katsuma Unleashed,3,2013,1,17,0.03,0.04,0,0,0.07,0
Firefighter F.D.18,17,2004,1,282,0.03,0.03,0,0.01,0.07,0
Resident Evil 5,14,2009,1,82,0.01,0.04,0,0.01,0.07,0
Secret Files: Tunguska,26,2008,2,280,0.05,0.02,0,0.01,0.07,0
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,5,2008,2,506,0,0,0.07,0,0.07,0
Pro Yaky? Spirits 2014,21,2014,11,282,0,0,0.07,0,0.07,0
Mega Man X4,22,1997,1,82,0,0,0.07,0,0.07,0
Family Trainer: Treasure Adventure,26,2010,11,351,0,0.06,0,0.01,0.07,0
GRID 2,14,2013,7,91,0,0.06,0,0.01,0.07,0
Power Pro GB,6,1998,11,282,0,0,0.07,0,0.07,0
Sudoku Fever,7,2006,6,498,0.05,0.02,0,0,0.07,0
Grand Ages: Medieval,19,2015,12,271,0,0.05,0.01,0.01,0.07,0
The Putter Golf,16,2001,11,111,0.04,0.03,0,0,0.07,0
Monster High: New Ghoul in School,18,2015,1,293,0,0.06,0,0.01,0.07,0
The Powerpuff Girls: Relish Rampage,8,2002,1,61,0.05,0.01,0,0,0.07,0
Super Real Mahjong Graffiti,22,1995,4,453,0,0,0.07,0,0.07,0
Alan Wake,14,2012,1,376,0,0.06,0,0.01,0.07,0
Ninja Warriors,24,1993,1,517,0,0,0.07,0,0.07,0
Army Men: RTS,8,2004,12,198,0.05,0.01,0,0,0.07,0
Zettai Onkan Otoda Master,5,2007,8,228,0,0,0.07,0,0.07,0
Basketball Hall of Fame Ultimate Hoops Challenge,26,2010,11,576,0.06,0,0,0,0.07,0
Dragoneer's Aria,20,2007,8,506,0.02,0,0.05,0,0.07,0
TigerShark,16,1997,10,209,0.04,0.03,0,0,0.07,0
Lost Heroes 2,3,2015,1,351,0,0,0.07,0,0.07,0
Norse by Norsewest: The Return of the Lost Vikings,16,1997,1,251,0.04,0.03,0,0,0.07,0
Just Dance: Disney Party 2,31,2015,1,532,0.05,0.01,0,0.01,0.07,0
N+,5,2007,5,54,0.06,0,0,0,0.07,0
Sega Soccer Slam,8,2002,11,452,0.05,0.01,0,0,0.07,0
Obscure,17,2004,2,326,0.03,0.03,0,0.01,0.07,0
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,5,2008,8,497,0,0,0.07,0,0.07,0
Shin Lucky * Star: Moe Drill ~Tabidachi~,5,2007,1,269,0,0,0.07,0,0.07,0
Mario Tennis,26,2010,11,368,0,0.06,0,0.01,0.07,0
Cartoon Network: Punch Time Explosion XL,18,2011,3,102,0.06,0,0,0,0.07,0
DefCon 5,16,1995,9,422,0.04,0.03,0,0,0.07,0
Lost in Blue 2,5,2007,2,282,0.01,0.01,0.05,0,0.07,0
Build-A-Bear Workshop: Friendship Valley,26,2009,4,999,0.06,0,0,0,0.07,0
Secret Service: Ultimate Sacrifice,17,2008,1,17,0.03,0.03,0,0.01,0.07,0
Alex Rider: Stormbreaker,5,2008,1,514,0.06,0,0,0,0.07,0
Deep Labyrinth,5,2006,1,7,0.06,0,0,0,0.07,0
Tropix,5,2008,6,82,0.06,0,0,0,0.07,0
Nichibeikan Pro Yakyuu: Final League,17,2002,11,475,0,0,0.07,0,0.07,0
Resident Evil 6,19,2016,9,82,0.05,0,0,0.01,0.07,0
Hammerin' Hero,20,2008,1,257,0.06,0,0,0.01,0.07,0
Yoostar on MTV,29,2010,4,999,0.06,0,0,0,0.07,0
Spawn: Armageddon,8,2003,1,139,0.05,0.01,0,0,0.07,0
God Hand,17,2006,1,82,0,0,0.07,0,0.07,0
Shin Chan: Las Nuevas Aventuras Para Wii!,26,2006,1,7,0,0,0.07,0,0.07,0
Challenge Me: Brain Puzzles 2,26,2010,6,382,0,0.06,0,0.01,0.07,0
The Tale of Despereaux,5,2008,5,79,0.06,0,0,0,0.07,0
Legends of Wrestling II,7,2002,3,13,0.05,0.02,0,0,0.07,0
Tony Hawk's Pro Skater 5,29,2015,11,17,0.06,0,0,0.01,0.07,0
Fatal Fury: Battle Archives Volume 2,17,2007,3,460,0.03,0.03,0,0.01,0.07,0
Jurassic Park: Operation Genesis,30,2003,10,282,0.05,0.01,0,0,0.07,0
Transformer: Rise of the Dark Spark (3DS),3,2014,8,17,0.05,0.01,0,0.01,0.07,0
Freddi Fish: Kelp Seed Mystery,26,2008,2,300,0.06,0,0,0,0.07,0
Ragnarok: Hikari to Yami no Koujo,20,2011,8,210,0.02,0,0.05,0,0.07,0
FIFA Soccer 06,7,2005,11,139,0.05,0.02,0,0,0.07,0
RedCard 20-03,17,2002,11,330,0.03,0.03,0,0.01,0.07,0
James Bond 007: Blood Stone,5,2010,9,17,0.05,0.01,0,0,0.07,0
Imagine: Gymnast,5,2008,10,532,0.05,0.01,0,0,0.07,0
Kanji Sonomama DS Rakubiki Jiten,5,2006,4,368,0,0,0.07,0,0.07,0
Future Tactics: The Uprising,17,2004,12,102,0.03,0.03,0,0.01,0.07,0
Driver: Parallel Lines,30,2006,7,54,0.05,0.01,0,0,0.07,0
Cities XL 2012,14,2011,12,163,0.01,0.05,0,0.01,0.07,0
Pipe Mania,20,2008,6,143,0.06,0,0,0.01,0.07,0
everGirl,7,2005,2,514,0.05,0.02,0,0,0.07,0
Heroes Phantasia,20,2012,8,351,0,0,0.07,0,0.07,0
Prince of Persia: The Fallen King,5,2008,1,532,0.06,0.01,0,0.01,0.07,0
Jewels of the Ages,5,2011,6,88,0.03,0.03,0,0.01,0.07,0
The Book of Unwritten Tales 2,19,2015,2,376,0,0.06,0,0.01,0.07,0
Batman: Rise of Sin Tzu,7,2003,1,532,0.05,0.02,0,0,0.07,0
Chuugaku Eitango Target 1800 DS,5,2006,4,235,0,0,0.07,0,0.07,0
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3,2015,1,175,0,0,0.07,0,0.07,0
World Racing,30,2003,7,502,0.05,0.01,0,0,0.07,0
Major League Baseball 2K10,20,2010,11,498,0.06,0,0,0,0.07,0
Penguins of Madagascar,3,2014,1,351,0,0.06,0,0,0.07,0
Disney's Party,7,2003,4,227,0.05,0.02,0,0,0.07,0
Rapala Pro Bass Fishing 2010,20,2010,11,17,0.06,0,0,0.01,0.07,0
X-Men: The Official Game,7,2006,1,17,0.05,0.02,0,0,0.07,0
Dreamer Series: Pop Star,5,2009,4,518,0.04,0.02,0,0.01,0.07,0
Card Games,16,2000,4,111,0.04,0.03,0,0,0.07,0
My Amusement Park,5,2010,4,447,0.06,0,0,0,0.07,0
Mega Man: Battle & Chase,16,1997,7,82,0,0,0.06,0,0.07,0
Winning Post 7 2010,18,2010,11,506,0,0,0.07,0,0.07,0
R-Type Command,20,2007,12,439,0.05,0,0.01,0.01,0.07,0
Age of Empires III: The Asian Dynasties,14,2007,12,328,0,0.05,0,0.01,0.07,0
Destrega,16,1998,3,464,0.04,0.03,0,0,0.07,0
Dungeon Maker II: The Hidden War,20,2007,8,197,0.06,0,0,0.01,0.07,0
The Final Round,16,1996,11,282,0.04,0.03,0,0,0.07,0
Nobunaga no Yabou: Tendou with Power-Up Kit,18,2011,12,506,0,0,0.07,0,0.07,0
Transformer: Rise of the Dark Spark,27,2014,1,17,0.05,0.01,0,0.01,0.07,0
MAPLUS: Portable Navi,20,2006,4,137,0,0,0.07,0,0.07,0
Rayman Arena,30,2004,7,999,0.05,0.01,0,0,0.07,0
Brain Quest: Grades 3 & 4,5,2008,4,139,0.06,0,0,0.01,0.07,0
Petz: Hamsterz Bunch,20,2009,10,532,0.06,0,0,0.01,0.07,0
The King of Fighters 02/03,17,2005,3,459,0.03,0.03,0,0.01,0.07,0
Kamen Rider: Dragon Knight,26,2009,3,111,0.06,0,0,0,0.07,0
Army Men: Green Rogue,16,2001,1,5,0.04,0.02,0,0,0.07,0
Centipede / Breakout / Warlords,7,2005,4,575,0.05,0.02,0,0,0.07,0
Lucian Bee's: Justice Yellow / Evil Violet,17,2010,2,8,0,0,0.07,0,0.07,0
Sly 2: Band of Thieves,18,2010,5,464,0,0.05,0,0.02,0.07,0
Hyperdimension Neptunia Victory,21,2014,8,98,0,0,0.07,0,0.07,0
Armored Core: Nine Breaker,17,2004,10,7,0.03,0.03,0,0.01,0.07,0
Doraemon: Nobita no Shin Makai Daibouken DS,5,2007,8,452,0,0,0.07,0,0.07,0
SBK 2011: FIM Superbike World Championship,29,2011,7,70,0,0.06,0,0.01,0.07,0
Fairy Fencer F: Advent Dark Force,19,2015,8,234,0.02,0,0.05,0,0.07,0
Cabela's Big Game Hunter 2005 Adventures,8,2004,11,17,0.05,0.01,0,0,0.07,0
Worms 3D,8,2003,12,452,0.05,0.01,0,0,0.07,0
Fantasy Aquarium World,26,2009,10,121,0.06,0,0,0,0.07,0
Monster Tale,5,2011,5,300,0.06,0,0,0,0.07,0
Tokobot,20,2005,5,498,0.06,0,0,0.01,0.07,0
TRON: Evolution,14,2010,1,126,0.06,0,0,0,0.07,0
Gambler Densetsu Tetsuya,17,2001,2,55,0,0,0.07,0,0.07,0
The Guided Fate Paradox,18,2013,8,371,0,0,0.06,0,0.07,0
Bleach: Hanatareshi Yabou,17,2006,8,464,0,0,0.07,0,0.07,0
Karaoke Revolution Party,30,2005,4,282,0.05,0.01,0,0,0.07,0
Cold Stone Creamery: Scoop It Up,26,2009,4,576,0.06,0,0,0,0.07,0
Yoake Yori Ruriiro na: Brighter than Dawning Blue,17,2006,2,38,0,0,0.07,0,0.07,0
Pandemonium 2,16,1997,5,74,0.04,0.02,0,0,0.07,0
MotorStorm RC,21,2012,7,464,0,0.05,0,0.02,0.07,0
National Geographic Challenge!,29,2010,4,999,0.06,0,0,0,0.07,0
Fallout: Brotherhood of Steel,17,2004,8,57,0.03,0.03,0,0.01,0.07,0
Touch 'N' Play Collection,5,2010,4,382,0.04,0.02,0,0.01,0.07,0
Mayhem 3D,29,2011,7,155,0.06,0,0,0,0.07,0
One Piece: Unlimited World Red,27,2014,1,351,0,0.04,0.02,0,0.07,0
Parlor! Mini 2,24,1996,4,372,0,0,0.07,0,0.07,0
Gundam Try Age SP,3,2014,12,351,0,0,0.07,0,0.07,0
Top Gun,18,2011,10,7,0.06,0,0,0.01,0.07,0
Gunstar Super Heroes,7,2005,9,452,0.05,0.02,0,0,0.07,0
Insecticide,5,2008,1,185,0.06,0,0,0,0.07,0
C: The Contra Adventure,16,1998,9,282,0.04,0.02,0,0,0.07,0
Interactive Storybook DS Series 1,5,2007,4,520,0.06,0,0,0,0.07,0
Frogger Advance: The Great Quest,7,2002,1,282,0.05,0.02,0,0,0.07,0
